id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
gaza_001,https://example-news.com/gaza/article-1,Civilian Casualties Reported in Gaza Strikes - Latest Updates,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides.: What We Know Humanitarian organizations expressed concern.",gaza,Reuters,['Journalist 1'],2024-12-11T00:00:00,2024-01-15T10:00:00,50
gaza_002,https://example-news.com/gaza/article-2,Israel Launches Military Operation in Gaza - Report,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties.: What We Know Israeli officials stated the operation was successful.",gaza,New York Times,['Journalist 29'],2024-08-15T00:00:00,2024-01-15T10:00:00,63
gaza_003,https://example-news.com/gaza/article-3,Hamas Militants Fire Rockets at Israel - Analysis,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Latest Updates Israeli officials stated the operation was successful.",gaza,BBC,['Journalist 4'],2024-08-02T00:00:00,2024-01-15T10:00:00,53
gaza_004,https://example-news.com/gaza/article-4,Civilian Casualties Reported in Gaza Strikes - Analysis,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Latest Updates The conflict has drawn international attention.",gaza,Reuters,['Journalist 40'],2024-02-03T00:00:00,2024-01-15T10:00:00,62
gaza_005,https://example-news.com/gaza/article-5,Israel Launches Military Operation in Gaza - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. The conflict has drawn international attention.,gaza,Reuters,['Journalist 11'],2024-01-18T00:00:00,2024-01-15T10:00:00,51
gaza_006,https://example-news.com/gaza/article-6,Gaza Conflict Escalates as Violence Continues - Breaking News,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Breaking News Humanitarian organizations expressed concern.",gaza,Guardian,['Journalist 21'],2024-10-10T00:00:00,2024-01-15T10:00:00,50
gaza_007,https://example-news.com/gaza/article-7,Gaza Conflict Escalates as Violence Continues: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Breaking News Palestinian officials reported casualties.,gaza,Reuters,['Journalist 23'],2024-06-13T00:00:00,2024-01-15T10:00:00,53
gaza_008,https://example-news.com/gaza/article-8,Civilian Casualties Reported in Gaza Strikes - Latest Updates,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Analysis Israeli officials stated the operation was successful.",gaza,CNN,['Journalist 2'],2024-12-05T00:00:00,2024-01-15T10:00:00,52
gaza_009,https://example-news.com/gaza/article-9,Israeli Forces Target Terrorist Infrastructure,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Breaking News Humanitarian organizations expressed concern.",gaza,Guardian,['Journalist 11'],2024-03-17T00:00:00,2024-01-15T10:00:00,50
gaza_010,https://example-news.com/gaza/article-10,Civilian Casualties Reported in Gaza Strikes - Latest Updates,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. The conflict has drawn international attention.",gaza,Guardian,['Journalist 33'],2023-11-16T00:00:00,2024-01-15T10:00:00,59
gaza_011,https://example-news.com/gaza/article-11,Gaza Conflict Escalates as Violence Continues - Breaking News,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Report Palestinian officials reported casualties.,gaza,Guardian,['Journalist 4'],2024-10-11T00:00:00,2024-01-15T10:00:00,52
gaza_012,https://example-news.com/gaza/article-12,Israel Launches Military Operation in Gaza - Report,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. The conflict has drawn international attention.",gaza,Reuters,['Journalist 30'],2024-08-16T00:00:00,2024-01-15T10:00:00,59
gaza_013,https://example-news.com/gaza/article-13,Hamas Militants Fire Rockets at Israel - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. Humanitarian organizations expressed concern.,gaza,CNN,['Journalist 1'],2024-05-07T00:00:00,2024-01-15T10:00:00,50
gaza_014,https://example-news.com/gaza/article-14,Gaza Conflict Escalates as Violence Continues - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory.: What We Know Israeli officials stated the operation was successful.,gaza,BBC,['Journalist 5'],2024-12-14T00:00:00,2024-01-15T10:00:00,55
gaza_015,https://example-news.com/gaza/article-15,Hamas Militants Fire Rockets at Israel: What We Know,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Breaking News Palestinian officials reported casualties.",gaza,Guardian,['Journalist 45'],2024-05-12T00:00:00,2024-01-15T10:00:00,50
