id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
gaza_001,https://example-news.com/gaza/article-1,Gaza Conflict Escalates as Violence Continues - Breaking News,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. The conflict has drawn international attention.",gaza,Reuters,['Journalist 29'],2023-12-09T00:00:00,2024-01-15T10:00:00,49
gaza_002,https://example-news.com/gaza/article-2,Israel Launches Military Operation in Gaza: What We Know,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Report The conflict has drawn international attention.",gaza,New York Times,['Journalist 4'],2024-03-11T00:00:00,2024-01-15T10:00:00,61
gaza_003,https://example-news.com/gaza/article-3,Israeli Forces Target Terrorist Infrastructure - Breaking News,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Latest Updates The conflict has drawn international attention.",gaza,Reuters,['Journalist 41'],2024-11-23T00:00:00,2024-01-15T10:00:00,52
gaza_004,https://example-news.com/gaza/article-4,Civilian Casualties Reported in Gaza Strikes - Report,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Breaking News Israeli officials stated the operation was successful.,gaza,Reuters,['Journalist 5'],2023-11-14T00:00:00,2024-01-15T10:00:00,56
gaza_005,https://example-news.com/gaza/article-5,Israeli Forces Target Terrorist Infrastructure - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Latest Updates Humanitarian organizations expressed concern.,gaza,CNN,['Journalist 29'],2024-04-18T00:00:00,2024-01-15T10:00:00,52
gaza_006,https://example-news.com/gaza/article-6,Israel Launches Military Operation in Gaza - Report,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis Israeli officials stated the operation was successful.,gaza,BBC,['Journalist 19'],2023-11-03T00:00:00,2024-01-15T10:00:00,55
gaza_007,https://example-news.com/gaza/article-7,Israel Launches Military Operation in Gaza,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Analysis Israeli officials stated the operation was successful.",gaza,BBC,['Journalist 2'],2024-10-28T00:00:00,2024-01-15T10:00:00,52
gaza_008,https://example-news.com/gaza/article-8,Israel Launches Military Operation in Gaza: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis Israeli officials stated the operation was successful.,gaza,BBC,['Journalist 27'],2023-12-02T00:00:00,2024-01-15T10:00:00,55
gaza_009,https://example-news.com/gaza/article-9,Civilian Casualties Reported in Gaza Strikes,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. Israeli officials stated the operation was successful.,gaza,New York Times,['Journalist 32'],2024-01-05T00:00:00,2024-01-15T10:00:00,52
gaza_010,https://example-news.com/gaza/article-10,Civilian Casualties Reported in Gaza Strikes: What We Know,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Analysis Israeli officials stated the operation was successful.",gaza,CNN,['Journalist 4'],2024-02-06T00:00:00,2024-01-15T10:00:00,62
