id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
gaza_001,https://example-news.com/gaza/article-1,Israeli Forces Target Terrorist Infrastructure - Analysis,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. The military operation lasted several hours.,gaza,Guardian,['Journalist 27'],2024-09-19T00:00:00,2024-01-15T10:00:00,52
gaza_002,https://example-news.com/gaza/article-2,Civilian Casualties Reported in Gaza Strikes: What We Know,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Latest Updates The military operation lasted several hours.",gaza,New York Times,['Journalist 44'],2024-04-23T00:00:00,2024-01-15T10:00:00,62
gaza_003,https://example-news.com/gaza/article-3,Hamas Militants Fire Rockets at Israel: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Report Humanitarian organizations expressed concern.,gaza,Reuters,['Journalist 8'],2024-12-19T00:00:00,2024-01-15T10:00:00,52
gaza_004,https://example-news.com/gaza/article-4,Israel Launches Military Operation in Gaza - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Report The military operation lasted several hours.,gaza,Guardian,['Journalist 27'],2024-02-08T00:00:00,2024-01-15T10:00:00,54
gaza_005,https://example-news.com/gaza/article-5,Israel Launches Military Operation in Gaza: What We Know,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. Israeli officials stated the operation was successful.",gaza,BBC,['Journalist 45'],2024-03-18T00:00:00,2024-01-15T10:00:00,50
gaza_006,https://example-news.com/gaza/article-6,Gaza Conflict Escalates as Violence Continues - Analysis,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory.: What We Know Palestinian officials reported casualties.,gaza,Reuters,['Journalist 32'],2023-11-09T00:00:00,2024-01-15T10:00:00,52
gaza_007,https://example-news.com/gaza/article-7,Gaza Conflict Escalates as Violence Continues - Report,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. The conflict has drawn international attention.,gaza,New York Times,['Journalist 43'],2024-03-30T00:00:00,2024-01-15T10:00:00,51
gaza_008,https://example-news.com/gaza/article-8,Civilian Casualties Reported in Gaza Strikes - Analysis,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Report Humanitarian organizations expressed concern.",gaza,Guardian,['Journalist 22'],2024-09-04T00:00:00,2024-01-15T10:00:00,59
gaza_009,https://example-news.com/gaza/article-9,Israeli Forces Target Terrorist Infrastructure,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Breaking News The military operation lasted several hours.",gaza,Guardian,['Journalist 18'],2024-06-26T00:00:00,2024-01-15T10:00:00,62
gaza_010,https://example-news.com/gaza/article-10,Israeli Forces Target Terrorist Infrastructure,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Breaking News Israeli officials stated the operation was successful.,gaza,CNN,['Journalist 40'],2024-06-24T00:00:00,2024-01-15T10:00:00,55
gaza_011,https://example-news.com/gaza/article-11,Israeli Forces Target Terrorist Infrastructure - Report,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Breaking News Humanitarian organizations expressed concern.",gaza,New York Times,['Journalist 36'],2023-12-26T00:00:00,2024-01-15T10:00:00,50
gaza_012,https://example-news.com/gaza/article-12,Israeli Forces Target Terrorist Infrastructure - Analysis,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Analysis Palestinian officials reported casualties.",gaza,New York Times,['Journalist 9'],2024-06-23T00:00:00,2024-01-15T10:00:00,49
