id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
gaza_001,https://example-news.com/gaza/article-1,Gaza Conflict Escalates as Violence Continues - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Analysis The conflict has drawn international attention.,gaza,Reuters,['Journalist 48'],2023-10-08T00:00:00,2024-01-15T10:00:00,53
gaza_002,https://example-news.com/gaza/article-2,Israel Launches Military Operation in Gaza - Analysis,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Analysis Palestinian officials reported casualties.,gaza,BBC,['Journalist 49'],2024-05-10T00:00:00,2024-01-15T10:00:00,51
gaza_003,https://example-news.com/gaza/article-3,Hamas Militants Fire Rockets at Israel - Breaking News,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Latest Updates Humanitarian organizations expressed concern.",gaza,BBC,['Journalist 40'],2024-06-28T00:00:00,2024-01-15T10:00:00,60
gaza_004,https://example-news.com/gaza/article-4,Israel Launches Military Operation in Gaza,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides.: What We Know The conflict has drawn international attention.",gaza,Reuters,['Journalist 5'],2024-01-22T00:00:00,2024-01-15T10:00:00,52
gaza_005,https://example-news.com/gaza/article-5,Israeli Forces Target Terrorist Infrastructure - Analysis,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties.: What We Know Humanitarian organizations expressed concern.",gaza,BBC,['Journalist 9'],2024-10-13T00:00:00,2024-01-15T10:00:00,60
gaza_006,https://example-news.com/gaza/article-6,Gaza Conflict Escalates as Violence Continues: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. The conflict has drawn international attention.,gaza,BBC,['Journalist 10'],2024-01-05T00:00:00,2024-01-15T10:00:00,52
gaza_007,https://example-news.com/gaza/article-7,Civilian Casualties Reported in Gaza Strikes,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. Humanitarian organizations expressed concern.,gaza,BBC,['Journalist 20'],2024-03-17T00:00:00,2024-01-15T10:00:00,50
gaza_008,https://example-news.com/gaza/article-8,Gaza Conflict Escalates as Violence Continues - Report,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report Israeli officials stated the operation was successful.,gaza,Guardian,['Journalist 24'],2024-03-10T00:00:00,2024-01-15T10:00:00,54
gaza_009,https://example-news.com/gaza/article-9,Gaza Conflict Escalates as Violence Continues - Report,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report The conflict has drawn international attention.,gaza,Guardian,['Journalist 5'],2023-12-17T00:00:00,2024-01-15T10:00:00,53
gaza_010,https://example-news.com/gaza/article-10,Gaza Conflict Escalates as Violence Continues: What We Know,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Breaking News Humanitarian organizations expressed concern.",gaza,BBC,['Journalist 46'],2023-10-16T00:00:00,2024-01-15T10:00:00,60
gaza_011,https://example-news.com/gaza/article-11,Gaza Conflict Escalates as Violence Continues - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Analysis Israeli officials stated the operation was successful.,gaza,BBC,['Journalist 6'],2024-09-02T00:00:00,2024-01-15T10:00:00,54
gaza_012,https://example-news.com/gaza/article-12,Civilian Casualties Reported in Gaza Strikes,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Latest Updates Palestinian officials reported casualties.,gaza,Guardian,['Journalist 47'],2024-03-24T00:00:00,2024-01-15T10:00:00,53
gaza_013,https://example-news.com/gaza/article-13,Civilian Casualties Reported in Gaza Strikes,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. Israeli officials stated the operation was successful.",gaza,Guardian,['Journalist 40'],2024-09-06T00:00:00,2024-01-15T10:00:00,50
gaza_014,https://example-news.com/gaza/article-14,Civilian Casualties Reported in Gaza Strikes - Report,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Analysis The conflict has drawn international attention.",gaza,Guardian,['Journalist 32'],2024-03-07T00:00:00,2024-01-15T10:00:00,51
gaza_015,https://example-news.com/gaza/article-15,Israel Launches Military Operation in Gaza - Breaking News,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Analysis Humanitarian organizations expressed concern.",gaza,New York Times,['Journalist 49'],2023-11-13T00:00:00,2024-01-15T10:00:00,59
gaza_016,https://example-news.com/gaza/article-16,Gaza Conflict Escalates as Violence Continues,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. The conflict has drawn international attention.,gaza,CNN,['Journalist 40'],2024-08-22T00:00:00,2024-01-15T10:00:00,51
gaza_017,https://example-news.com/gaza/article-17,Israeli Forces Target Terrorist Infrastructure - Report,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. Humanitarian organizations expressed concern.,gaza,BBC,['Journalist 21'],2024-08-14T00:00:00,2024-01-15T10:00:00,49
gaza_018,https://example-news.com/gaza/article-18,Gaza Conflict Escalates as Violence Continues - Latest Updates,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties.: What We Know The conflict has drawn international attention.",gaza,Reuters,['Journalist 17'],2024-07-13T00:00:00,2024-01-15T10:00:00,62
gaza_019,https://example-news.com/gaza/article-19,Israel Launches Military Operation in Gaza - Latest Updates,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis The military operation lasted several hours.,gaza,BBC,['Journalist 8'],2024-02-05T00:00:00,2024-01-15T10:00:00,54
gaza_020,https://example-news.com/gaza/article-20,Civilian Casualties Reported in Gaza Strikes,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Breaking News The conflict has drawn international attention.,gaza,Guardian,['Journalist 44'],2024-03-06T00:00:00,2024-01-15T10:00:00,54
gaza_021,https://example-news.com/gaza/article-21,Gaza Conflict Escalates as Violence Continues,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. The conflict has drawn international attention.",gaza,Guardian,['Journalist 29'],2024-09-18T00:00:00,2024-01-15T10:00:00,59
gaza_022,https://example-news.com/gaza/article-22,Civilian Casualties Reported in Gaza Strikes,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides.: What We Know The conflict has drawn international attention.",gaza,Guardian,['Journalist 35'],2024-04-20T00:00:00,2024-01-15T10:00:00,52
gaza_023,https://example-news.com/gaza/article-23,Israel Launches Military Operation in Gaza: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Breaking News The conflict has drawn international attention.,gaza,Reuters,['Journalist 13'],2024-07-07T00:00:00,2024-01-15T10:00:00,55
gaza_024,https://example-news.com/gaza/article-24,Israel Launches Military Operation in Gaza - Report,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis Palestinian officials reported casualties.,gaza,Reuters,['Journalist 24'],2024-03-12T00:00:00,2024-01-15T10:00:00,52
gaza_025,https://example-news.com/gaza/article-25,Civilian Casualties Reported in Gaza Strikes,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis Israeli officials stated the operation was successful.,gaza,New York Times,['Journalist 9'],2024-05-17T00:00:00,2024-01-15T10:00:00,55
gaza_026,https://example-news.com/gaza/article-26,Israel Launches Military Operation in Gaza - Latest Updates,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Analysis The conflict has drawn international attention.",gaza,CNN,['Journalist 19'],2024-02-18T00:00:00,2024-01-15T10:00:00,61
gaza_027,https://example-news.com/gaza/article-27,Civilian Casualties Reported in Gaza Strikes - Breaking News,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. The conflict has drawn international attention.",gaza,CNN,['Journalist 21'],2024-12-27T00:00:00,2024-01-15T10:00:00,49
gaza_028,https://example-news.com/gaza/article-28,Israeli Forces Target Terrorist Infrastructure - Latest Updates,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Latest Updates Humanitarian organizations expressed concern.,gaza,Guardian,['Journalist 1'],2023-11-04T00:00:00,2024-01-15T10:00:00,52
