id,url,title,content,topic,source,authors,publish_date,extraction_date,word_count
gaza_001,https://example-news.com/gaza/article-1,Gaza Conflict Escalates as Violence Continues - Breaking News,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides.: What We Know The military operation lasted several hours.",gaza,Guardian,['Journalist 25'],2024-02-02T00:00:00,2024-01-15T10:00:00,52
gaza_002,https://example-news.com/gaza/article-2,Gaza Conflict Escalates as Violence Continues,"Tensions escalated following rocket attacks from Gaza, prompting Israeli military response. The conflict has resulted in significant damage to infrastructure. Hamas, the militant organization controlling Gaza, has been accused of launching attacks from residential areas. International observers called for restraint from both sides. - Latest Updates The conflict has drawn international attention.",gaza,Guardian,['Journalist 33'],2023-10-19T00:00:00,2024-01-15T10:00:00,52
gaza_003,https://example-news.com/gaza/article-3,Israel Launches Military Operation in Gaza,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Latest Updates Palestinian officials reported casualties.,gaza,Reuters,['Journalist 12'],2024-01-09T00:00:00,2024-01-15T10:00:00,53
gaza_004,https://example-news.com/gaza/article-4,Gaza Conflict Escalates as Violence Continues - Report,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. Palestinian officials reported casualties.,gaza,New York Times,['Journalist 39'],2024-07-09T00:00:00,2024-01-15T10:00:00,50
gaza_005,https://example-news.com/gaza/article-5,Israel Launches Military Operation in Gaza: What We Know,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Breaking News The conflict has drawn international attention.,gaza,New York Times,['Journalist 27'],2024-04-09T00:00:00,2024-01-15T10:00:00,55
gaza_006,https://example-news.com/gaza/article-6,Hamas Militants Fire Rockets at Israel - Analysis,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Breaking News Israeli officials stated the operation was successful.,gaza,Guardian,['Journalist 26'],2024-07-03T00:00:00,2024-01-15T10:00:00,55
gaza_007,https://example-news.com/gaza/article-7,Hamas Militants Fire Rockets at Israel - Report,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Analysis The military operation lasted several hours.",gaza,Guardian,['Journalist 3'],2024-01-22T00:00:00,2024-01-15T10:00:00,61
gaza_008,https://example-news.com/gaza/article-8,Gaza Conflict Escalates as Violence Continues,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Breaking News The military operation lasted several hours.",gaza,BBC,['Journalist 31'],2023-12-14T00:00:00,2024-01-15T10:00:00,62
gaza_009,https://example-news.com/gaza/article-9,Hamas Militants Fire Rockets at Israel - Breaking News,The Israeli military conducted a series of targeted strikes against Hamas positions in Gaza. The operation targeted terrorist infrastructure and weapons storage facilities. Military officials reported that militants were using civilian areas as cover. The escalation began when Hamas fighters launched rockets into Israeli territory. - Report The conflict has drawn international attention.,gaza,CNN,['Journalist 13'],2024-07-04T00:00:00,2024-01-15T10:00:00,53
gaza_010,https://example-news.com/gaza/article-10,Israel Launches Military Operation in Gaza - Report,Israeli forces launched a military operation in response to continued aggression from Gaza. The targeted strikes focused on Hamas military compounds and weapons depots. Military analysts noted that militants often operate from within civilian neighborhoods. The operation is part of ongoing efforts to ensure Israeli security. - Analysis Palestinian officials reported casualties.,gaza,Reuters,['Journalist 6'],2023-10-29T00:00:00,2024-01-15T10:00:00,52
gaza_011,https://example-news.com/gaza/article-11,Hamas Militants Fire Rockets at Israel - Latest Updates,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Latest Updates Palestinian officials reported casualties.",gaza,CNN,['Journalist 33'],2024-01-18T00:00:00,2024-01-15T10:00:00,60
gaza_012,https://example-news.com/gaza/article-12,Hamas Militants Fire Rockets at Israel - Analysis,"Violence flared up again in the ongoing conflict as Israeli forces responded to attacks from Gaza. The military operation aimed to neutralize threats from Hamas militants. According to sources, the extremist group has been using civilian populations as human shields. The Israeli Defense Forces stated they are taking precautions to minimize civilian casualties. - Analysis The military operation lasted several hours.",gaza,BBC,['Journalist 36'],2024-12-12T00:00:00,2024-01-15T10:00:00,61
